786O,1
A2058,2
A2780,3
A375,4
A498,5
A549,6
ACHN,7
BT549,8
CAKI1,9
CAOV3,10
COLO205,11
COLO320,12
DLD1,13
DU145,14
ES2,15
EW8,16
HCT116,17
HCT15,18
HDLM2,19
HL60,20
HS578T,21
HT144,22
HT29,23
HUH7,24
IGROV1,25
K562,26
KM12,27
KPL1,28
L1236,29
L428,30
LNCAPCLONEFGC,31
LOVO,32
LOXIMVI,33
MALME3M,34
MCF7,35
MDAMB231,36
MDAMB436,37
MDAMB468,38
MOLT4,39
NCIH1650,40
NCIH2122,41
NCIH226,42
NCIH23,43
NCIH322,44
NCIH460,45
NCIH520,46
NCIH522,47
OV90,48
OVCAR4,49
OVCAR8,50
PANC1,51
PC3,52
RD,53
RKO,54
RPMI7951,55
RPMI8226,56
SF295,57
SKMEL2,58
SKMEL28,59
SKMEL30,60
SKMEL5,61
SKMES1,62
SKOV3,63
SNB19,64
SW620,65
SW837,66
T47D,67
T98G,68
TC32,69
TC71,70
U251MG,71
UACC257,72
UACC62,73
VCAP,74
WM115,75
ZR751,76
