-0.147143,-0.25574,0.05047,-0.231411,-0.120466,0.094617,-0.255448,-0.367705,0.064491,0.41547,0.732788,0.21856,-0.100012,0.633951,0.678278,0.002136,-0.773558,-0.302877,-0.524635,-0.223197,-0.014476,-0.319263,-1.099434,0.833997,0.716941,-0.222345,-0.634012,-0.434139,0.477505,-0.052113,-0.322959,0.505378,0.427144,0.288079,0.147418,-0.154528,0.1283,0.382177,-0.316683,-0.480139,-0.2689,0.105549,0.94235,-0.082689,0.378901,-0.039094,-0.086551,0.325066,0.375022,0.109927,0.404435,0.640747,0.567052,-0.34894,0.29266,-0.136787,0.147043,-0.043302,0.278001,-0.016463,-0.334609,-0.582569,0.399496,0.046811
0.208805,-0.085233,0.368835,-0.442157,-0.345057,-0.416734,0.313693,0.098246,0.057524,-0.326507,0.195905,-0.254183,-0.189192,0.567804,0.052137,-0.527587,-0.324052,-0.372763,0.182455,0.078661,-0.030998,0.020661,-0.420358,0.181923,0.047105,-0.010132,-0.396792,0.769474,0.632585,0.18236,-0.183543,-0.118153,0.399746,0.054424,-0.418266,-0.161846,-0.437535,-0.082692,0.066158,-0.530704,-0.229851,0.594583,0.162122,-0.005967,-0.148103,-0.209536,0.085161,-0.000891,-0.299587,0.130705,0.627439,0.20935,0.197981,-0.345275,-0.060276,-0.245324,-0.197566,-0.613224,-0.181967,0.164938,-0.092408,-0.122341,-0.10926,0.068841
0.174261,-0.094907,0.152016,0.176303,0.377275,-0.133778,-0.026447,-0.534025,-0.132139,-0.371243,0.295583,0.012778,-0.046108,0.442073,0.183126,-0.178708,-0.27044,-0.393142,-0.187564,-0.081443,-0.357504,0.035714,-0.265971,0.060488,0.073831,0.060891,-0.525892,0.567749,0.301858,0.276319,0.188496,-0.082757,0.107402,0.074858,-0.125058,-0.336891,-0.226993,-0.147112,-0.343463,-0.356016,-0.064849,0.318904,-0.279741,-0.190888,0.234392,-0.311726,-0.00902,0.195749,-0.238654,0.144689,-0.208163,0.191221,0.340182,-0.653778,-0.077682,-0.003199,-0.544752,-0.372571,-0.018213,0.03838,0.163851,-0.151349,-0.043545,0.153634
0.632586,-0.223231,-0.095071,-0.16852,-0.239342,-0.108723,-0.428056,-0.009924,-0.218606,0.104403,0.24441,-0.290939,-0.366054,0.220397,0.621804,-0.107506,-0.174449,-0.500993,-0.119091,0.233244,-0.516444,0.113127,-1.193016,0.501896,0.091923,-0.348003,-0.618931,0.546713,0.293676,-0.194883,-0.089323,0.269595,-0.222945,-0.21823,-0.10204,-0.414919,-0.031566,-0.514746,-0.359929,-0.590529,-0.329005,0.173245,-0.133208,-0.459355,0.275505,-0.172769,0.342632,0.716355,0.256731,-0.230681,0.497008,-0.180123,-0.091487,-0.245157,0.586222,-0.427876,-0.028126,-0.080116,-0.135225,0.365002,-0.424414,-0.046357,-0.256345,0.22686
0.633049,-0.121294,-0.094187,-0.169599,0.074868,-0.336206,-0.257469,-0.103189,-0.083109,-0.169737,0.142702,-0.427758,-0.041812,0.371256,0.09143,-0.119182,-0.250767,-0.471241,-0.083027,-0.139728,-0.040593,0.009161,-0.540426,0.12678,0.109469,-0.112324,-0.421132,0.232995,0.389039,0.351958,0.074253,0.187612,0.041193,-0.113026,-0.290844,-0.235794,0.174024,-0.268198,-0.054658,-0.428018,-0.306657,0.316394,0.09586,-0.196189,0.29261,-0.239211,0.226376,0.132901,0.148623,-0.029329,0.385738,0.364978,0.087221,-0.140436,0.201779,0.097793,-0.339564,-0.186022,0.348284,0.151035,-0.060559,-0.13449,0.062992,-0.001587
0.346656,-0.433469,0.104638,-0.171005,-0.132669,-0.295451,-0.143091,-0.317372,0.065592,-0.475077,0.035918,-0.180467,-0.191674,0.424943,0.147013,-0.321483,-0.321546,-0.381564,-0.150475,-0.003116,-0.309183,-0.071213,-0.580928,0.235171,0.171334,-0.195575,-0.595253,0.429749,0.183161,0.08337,0.290229,0.306468,-0.214336,-0.073483,0.077092,-0.140795,0.145485,-0.352878,0.041323,-0.730894,-0.228568,0.198099,0.035699,-0.163445,0.369889,-0.245676,0.343285,0.450617,-0.002784,-0.050948,0.380996,0.086894,0.015721,-0.088091,0.049947,-0.202939,-0.183802,-0.218017,0.148495,-0.376685,-0.021156,-0.173278,-0.271252,-0.240305
0.373059,-0.649918,0.936272,0.033574,0.248609,-0.875127,-0.900338,-1.512837,-0.375133,-1.266305,-0.301986,0.174683,-1.285968,0.838938,-1.240352,-0.852204,-0.221224,0.799093,-0.176863,-0.571359,-1.546642,1.287863,0.668459,1.352628,0.569139,-1.028843,0.314854,0.337053,0.34149,-0.073942,-0.868752,0.775321,-1.255641,0.373177,-0.772514,-0.821294,0.095539,-0.807589,0.910371,-2.735701,-0.373261,-1.281585,1.532053,-0.716559,0.69538,-0.681474,-0.02331,-1.273548,0.477315,1.440318,-0.390723,-1.163049,-0.539568,-0.148888,-0.46965,-0.031821,-0.136591,-0.07805,1.136603,-1.410299,-0.844006,-1.25049,-0.76355,-0.080433
0.486191,-0.468576,-0.290873,-0.195481,-0.674107,-0.596946,-0.273666,-0.014752,-0.148968,0.192202,0.336626,-0.001751,0.373619,0.252235,0.167147,-0.522468,0.350186,-0.476933,-0.284532,0.015961,0.167416,-0.147769,-0.058891,0.183408,0.177821,-0.300425,-1.050189,0.7576,-0.265933,0.443303,0.141936,0.317654,0.041017,0.291005,-0.012924,0.162855,0.547008,-0.671298,-0.066842,-0.804286,0.016556,-0.16358,-0.225172,0.132168,-0.155777,0.60172,-0.125671,0.022503,0.040886,-0.0621,-0.119555,0.488493,-0.0087,0.005902,0.209821,0.129361,-0.163739,-0.050524,0.327866,0.000226,-0.21016,-0.511109,0.028518,-0.637056
0.415396,-0.042562,-0.020208,-0.134837,-0.040312,-0.114323,-0.158172,-0.336665,0.068781,-0.331352,0.184374,-0.123264,-0.114047,0.355589,0.07418,-0.139129,-0.086251,-0.400736,-0.00018,-0.213245,-0.219042,-0.024523,-0.464402,0.102953,0.234559,-0.117662,-0.532357,0.481245,0.364175,0.182603,0.066338,0.20322,-0.077847,0.080768,-0.010994,-0.465591,-0.160006,-0.360417,-0.276561,-0.409492,-0.385216,0.139262,-0.009573,-0.249709,0.27038,-0.200754,0.000255,0.077424,0.140938,0.044102,0.126752,0.500811,0.331513,-0.262014,0.18798,-0.031459,-0.124618,-0.360942,0.04036,-0.036115,-0.022489,-0.051696,0.07841,0.025408
0.373059,-0.649918,0.936272,0.033574,0.248609,-0.875127,-0.900338,-1.512837,-0.375133,-1.266305,-0.301986,0.174683,-1.285968,0.838938,-1.240352,-0.852204,-0.221224,0.799093,-0.176863,-0.571359,-1.546642,1.287863,0.668459,1.352628,0.569139,-1.028843,0.314854,0.337053,0.34149,-0.073942,-0.868752,0.775321,-1.255641,0.373177,-0.772514,-0.821294,0.095539,-0.807589,0.910371,-2.735701,-0.373261,-1.281585,1.532053,-0.716559,0.69538,-0.681474,-0.02331,-1.273548,0.477315,1.440318,-0.390723,-1.163049,-0.539568,-0.148888,-0.46965,-0.031821,-0.136591,-0.07805,1.136603,-1.410299,-0.844006,-1.25049,-0.76355,-0.080433
